word,cnt_in_true,cnt_in_fake,freq_true,freq_fake,total_cnt
headed,140,7,0.001304886801070007,0.0001386303323167109,147
cases,7,139,6.524434005350036e-05,0.002752802313146116,146
pressed,1,145,9.320620007642909e-06,0.002871628312274726,146
important,55,91,0.00051263410042036,0.0018021943201172418,146
ago,75,71,0.0006990465005732181,0.0014061076563552106,146
shoot,10,136,9.320620007642909e-05,0.0026933893135818116,146
bouncer,145,1,0.0013514899011082217,1.9804333188101555e-05,146
boar,1,145,9.320620007642909e-06,0.002871628312274726,146
wonder,77,69,0.000717687740588504,0.0013664989899790075,146
boardhands,1,145,9.320620007642909e-06,0.002871628312274726,146
effort,55,91,0.00051263410042036,0.0018021943201172418,146
britain,145,1,0.0013514899011082217,1.9804333188101555e-05,146
vile,142,4,0.001323528041085293,7.921733275240622e-05,146
seeks,120,25,0.001118474400917149,0.0004951083297025389,145
hashtag,3,142,2.7961860022928726e-05,0.002812215312710421,145
flashes,144,1,0.0013421692811005788,1.9804333188101555e-05,145
genera,1,144,9.320620007642909e-06,0.002851823979086624,145
taxation,144,1,0.0013421692811005788,1.9804333188101555e-05,145
bodies,138,7,0.0012862455610547214,0.0001386303323167109,145
badge,144,1,0.0013421692811005788,1.9804333188101555e-05,145
signaling,3,142,2.7961860022928726e-05,0.002812215312710421,145
misconduct,1,143,9.320620007642909e-06,0.0028320196458985225,144
democratssocialists,142,2,0.001323528041085293,3.960866637620311e-05,144
singhs,143,1,0.0013328486610929358,1.9804333188101555e-05,144
arrests,143,1,0.0013328486610929358,1.9804333188101555e-05,144
designer,143,1,0.0013328486610929358,1.9804333188101555e-05,144
38,12,132,0.0001118474400917149,0.0026141719808294053,144
funny,74,69,0.0006897258805655752,0.0013664989899790075,143
baker,1,142,9.320620007642909e-06,0.002812215312710421,143
bipartisan,1,142,9.320620007642909e-06,0.002812215312710421,143
fortifying,1,142,9.320620007642909e-06,0.002812215312710421,143
side,72,71,0.0006710846405502894,0.0014061076563552106,143
dig,5,138,4.660310003821454e-05,0.002732997979958015,143
terrorism,42,101,0.00039146604032100216,0.0020002376519982572,143
preventing,140,3,0.001304886801070007,5.941299956430467e-05,143
loyalty,4,138,3.7282480030571634e-05,0.002732997979958015,142
aides,1,141,9.320620007642909e-06,0.0027924109795223195,142
threat,18,124,0.00016777116013757235,0.002455737315324593,142
circle,3,139,2.7961860022928726e-05,0.002752802313146116,142
celery,141,1,0.0013142074210776501,1.9804333188101555e-05,142
advancement,141,1,0.0013142074210776501,1.9804333188101555e-05,142
purgatory,141,1,0.0013142074210776501,1.9804333188101555e-05,142
penitent,141,1,0.0013142074210776501,1.9804333188101555e-05,142
tweets,55,87,0.00051263410042036,0.0017229769873648355,142
ran,66,76,0.0006151609205044319,0.0015051293222957183,142
countri,1,141,9.320620007642909e-06,0.0027924109795223195,142
shenanigans,1,141,9.320620007642909e-06,0.0027924109795223195,142
registry”,140,1,0.001304886801070007,1.9804333188101555e-05,141
check”,140,1,0.001304886801070007,1.9804333188101555e-05,141
played,51,90,0.0004753516203897883,0.00178238998692914,141
arguments,5,136,4.660310003821454e-05,0.0026933893135818116,141
majority,94,47,0.0008761382807184334,0.0009308036598407732,141
whis,1,140,9.320620007642909e-06,0.002772606646334218,141
word,45,96,0.00041942790034393086,0.0019012159860577495,141
inside,46,95,0.0004287485203515738,0.0018814116528696478,141
incoherent,2,138,1.8641240015285817e-05,0.002732997979958015,140
room,41,99,0.0003821454203133592,0.0019606289856220543,140
moscowmitchs,1,139,9.320620007642909e-06,0.002752802313146116,140
gainpatheticdiplomats,1,139,9.320620007642909e-06,0.002752802313146116,140
controv,1,139,9.320620007642909e-06,0.002752802313146116,140
crookedchao,1,139,9.320620007642909e-06,0.002752802313146116,140
sign,86,54,0.0008015733206572901,0.001069433992157484,140
tomorrow,31,109,0.00028893922023693014,0.0021586723175030698,140
florida,107,33,0.0009973063408177912,0.0006535429952073513,140
council,138,2,0.0012862455610547214,3.960866637620311e-05,140
market,135,5,0.0012582837010317927,9.902166594050779e-05,140
undermined,1,139,9.320620007642909e-06,0.002752802313146116,140
resign,48,91,0.0004473897603668596,0.0018021943201172418,139
circuit,96,43,0.0008947795207337192,0.0008515863270883669,139
everything,65,74,0.0006058403004967891,0.0014655206559195152,139
loveless,138,1,0.0012862455610547214,1.9804333188101555e-05,139
marriage,138,1,0.0012862455610547214,1.9804333188101555e-05,139
wages,138,1,0.0012862455610547214,1.9804333188101555e-05,139
tlaib,40,99,0.00037282480030571634,0.0019606289856220543,139
financial,14,125,0.00013048868010700072,0.0024755416485126944,139
area,122,16,0.001137115640932435,0.0003168693310096249,138
racism,45,93,0.00041942790034393086,0.0018418029864934447,138
constitutionally,3,135,2.7961860022928726e-05,0.0026735849803937103,138
happen,46,92,0.0004287485203515738,0.0018219986533053432,138
25,57,81,0.0005312753404356458,0.001604150988236226,138
blexit,137,1,0.0012769249410470784,1.9804333188101555e-05,138
beyond,123,15,0.0011464362609400777,0.00029706499782152337,138
origins,3,135,2.7961860022928726e-05,0.0026735849803937103,138
jim,38,100,0.0003541835602904305,0.0019804333188101556,138
request,21,117,0.00019573302016050108,0.0023171069830078823,138
guess,37,101,0.0003448629402827876,0.0020002376519982572,138
los,136,2,0.0012676043210394356,3.960866637620311e-05,138
angeles,135,2,0.0012582837010317927,3.960866637620311e-05,137
ca,30,107,0.00027961860022928726,0.0021190636511268664,137
jones,41,96,0.0003821454203133592,0.0019012159860577495,137
waste,25,112,0.00023301550019107272,0.0022180853170673744,137
intellectually,2,135,1.8641240015285817e-05,0.0026735849803937103,137
insults,134,3,0.0012489630810241497,5.941299956430467e-05,137
meth,136,1,0.0012676043210394356,1.9804333188101555e-05,137
changes,1,136,9.320620007642909e-06,0.0026933893135818116,137
vest,136,1,0.0012676043210394356,1.9804333188101555e-05,137
sets,107,30,0.0009973063408177912,0.0005941299956430467,137
tanker,136,1,0.0012676043210394356,1.9804333188101555e-05,137
cr,126,10,0.0011743981209630064,0.00019804333188101558,136
vapid,1,135,9.320620007642909e-06,0.0026735849803937103,136
attorneys,2,134,1.8641240015285817e-05,0.0026537806472056087,136
barbra,135,1,0.0012582837010317927,1.9804333188101555e-05,136
streisand,135,1,0.0012582837010317927,1.9804333188101555e-05,136
van,46,90,0.0004287485203515738,0.00178238998692914,136
taliban,82,54,0.0007642908406267185,0.001069433992157484,136
standing,85,51,0.0007922527006496473,0.0010100209925931795,136
agencies,4,132,3.7282480030571634e-05,0.0026141719808294053,136
offers,110,26,0.00102526820084072,0.0005149126628906405,136
