word,cnt_in_true,cnt_in_fake,freq_true,freq_fake,total_cnt
exit,338,1,0.003150369562583303,1.9804333188101555e-05,339
future,299,39,0.0027868653822852294,0.0007723689943359607,338
billionaires,322,16,0.0030012396424610164,0.0003168693310096249,338
baltimore,335,2,0.0031224077025603742,3.960866637620311e-05,337
murder,284,51,0.002647056082170586,0.0010100209925931795,335
running,93,242,0.0008668176607107905,0.004792648631520576,335
alligators,109,226,0.001015947580833077,0.004475779300510952,335
chief,67,267,0.0006244815405120748,0.005287756961223115,334
front,170,164,0.0015845054012992945,0.003247910642848655,334
instead,163,171,0.001519261061245794,0.0033865409751653664,334
challenge,290,43,0.0027029798022164433,0.0008515863270883669,333
pete,311,22,0.0028987128223769447,0.00043569533013823424,333
kurt,3,330,2.7961860022928726e-05,0.0065354299520735135,333
according,262,70,0.002442002442002442,0.001386303323167109,332
water,6,325,5.592372004585745e-05,0.0064364082861330055,331
rapists,330,1,0.00307580460252216,1.9804333188101555e-05,331
ag,69,262,0.0006431227805273607,0.005188735295282608,331
dame,330,1,0.00307580460252216,1.9804333188101555e-05,331
kids,276,55,0.002572491122109443,0.0010892383253455855,331
outlet,295,36,0.002749582902254658,0.000712955994771656,331
saying,98,233,0.000913420760749005,0.0046144096328276625,331
citizenship,311,19,0.0028987128223769447,0.0003762823305739296,330
notre,329,1,0.003066483982514517,1.9804333188101555e-05,330
special,82,248,0.0007642908406267185,0.004911474630649186,330
co,189,141,0.0017615971814445098,0.0027924109795223195,330
murderers,328,1,0.003057163362506874,1.9804333188101555e-05,329
concerns,1,328,9.320620007642909e-06,0.00649582128569731,329
sucks,300,29,0.0027961860022928725,0.0005743256624549452,329
helping,274,55,0.002553849882094157,0.0010892383253455855,329
rally,162,167,0.0015099404412381512,0.00330732364241296,329
200,321,6,0.002991919022453374,0.00011882599912860934,327
website,321,6,0.002991919022453374,0.00011882599912860934,327
power,166,161,0.0015472229212687228,0.0031884976432843505,327
brian,322,4,0.0030012396424610164,7.921733275240622e-05,326
publicly,5,321,4.660310003821454e-05,0.0063571909533806,326
names,5,321,4.660310003821454e-05,0.0063571909533806,326
wage,323,3,0.0030105602624686595,5.941299956430467e-05,326
ass,122,204,0.001137115640932435,0.004040083970372718,326
takes,298,27,0.002777544762277587,0.000534716996078742,325
macron,321,3,0.002991919022453374,5.941299956430467e-05,324
british,89,235,0.0008295351806802189,0.004654018299203866,324
guns,271,52,0.002525888022071228,0.001029825325781281,323
pence,2,321,1.8641240015285817e-05,0.0063571909533806,323
making,37,286,0.0003448629402827876,0.005664039291797045,323
jail,311,11,0.0028987128223769447,0.00021784766506911712,322
include,288,34,0.0026843385622011577,0.0006733473283954529,322
emmanuel,321,1,0.002991919022453374,1.9804333188101555e-05,322
fourth,308,13,0.002870750962354016,0.00025745633144532023,321
talking,216,105,0.002013253921650868,0.0020794549847506635,321
build,239,82,0.002227628181826655,0.0016239553214243275,321
repair,320,1,0.0029825984024457308,1.9804333188101555e-05,321
apprenticeship,319,1,0.0029732777824380877,1.9804333188101555e-05,320
bid,1,318,9.320620007642909e-06,0.006297777953816295,319
based,239,80,0.002227628181826655,0.0015843466550481246,319
air,80,237,0.0007456496006114327,0.004693626965580069,317
tech,316,1,0.002945315922415159,1.9804333188101555e-05,317
criticism,265,52,0.0024699643020253707,0.001029825325781281,317
politics,10,307,9.320620007642909e-05,0.006079930288747178,317
speaking,23,293,0.0002143742601757869,0.005802669624113756,316
theres,108,208,0.001006626960825434,0.004119301303125124,316
plain,4,312,3.7282480030571634e-05,0.006178951954687686,316
nbc,3,313,2.7961860022928726e-05,0.006198756287875787,316
31,297,19,0.0027682241422699438,0.0003762823305739296,316
minimum,312,4,0.0029080334423845873,7.921733275240622e-05,316
soon,200,115,0.0018641240015285817,0.002277498316631679,315
hear,142,173,0.001323528041085293,0.0034261496415415693,315
seize,312,2,0.0029080334423845873,3.960866637620311e-05,314
wear,227,87,0.0021157807417349402,0.0017229769873648355,314
plans,109,205,0.001015947580833077,0.004059888303560819,314
track,308,6,0.002870750962354016,0.00011882599912860934,314
representing,1,313,9.320620007642909e-06,0.006198756287875787,314
164k,313,1,0.0029173540623922303,1.9804333188101555e-05,314
reforms,1,313,9.320620007642909e-06,0.006198756287875787,314
183k,313,1,0.0029173540623922303,1.9804333188101555e-05,314
broken,218,96,0.002031895161666154,0.0019012159860577495,314
gov,302,11,0.002814827242308158,0.00021784766506911712,313
5th,296,17,0.0027589035222623007,0.00033667366419772645,313
bringing,100,212,0.0009320620007642909,0.00419851863587753,312
worked,11,301,0.000102526820084072,0.005961104289618569,312
thinks,229,83,0.002134421981750226,0.0016437596546124292,312
64,258,53,0.0024047199619718703,0.0010496296589693826,311
articles,294,16,0.002740262282247015,0.0003168693310096249,310
name,186,124,0.001733635321421581,0.002455737315324593,310
polls,261,49,0.002432681821994799,0.0009704123262169763,310
bullst,309,1,0.0028800715823616586,1.9804333188101555e-05,310
rapist,308,1,0.002870750962354016,1.9804333188101555e-05,309
threatened,200,109,0.0018641240015285817,0.0021586723175030698,309
fakery,308,1,0.002870750962354016,1.9804333188101555e-05,309
guru,308,1,0.002870750962354016,1.9804333188101555e-05,309
account,12,296,0.0001118474400917149,0.005862082623678061,308
universe,307,1,0.002861430342346373,1.9804333188101555e-05,308
helped,6,302,5.592372004585745e-05,0.00598090862280667,308
notion,4,303,3.7282480030571634e-05,0.006000712955994771,307
sending,296,10,0.0027589035222623007,0.00019804333188101558,306
parents,282,24,0.0026284148421553003,0.0004753039965144374,306
drafted,1,304,9.320620007642909e-06,0.006020517289182873,305
five,250,55,0.002330155001910727,0.0010892383253455855,305
putin,156,149,0.0014540167211922936,0.002950845645027132,305
athletes,304,1,0.002833468482323444,1.9804333188101555e-05,305
snakes,3,302,2.7961860022928726e-05,0.00598090862280667,305
detached,1,303,9.320620007642909e-06,0.006000712955994771,304
realityala,1,303,9.320620007642909e-06,0.006000712955994771,304
shooting,125,179,0.0011650775009553636,0.0035449756406701785,304
veilwhat,303,1,0.002824147862315801,1.9804333188101555e-05,304
advanced,1,303,9.320620007642909e-06,0.006000712955994771,304
alternate,303,1,0.002824147862315801,1.9804333188101555e-05,304
urged,1,302,9.320620007642909e-06,0.00598090862280667,303
produce,15,288,0.00013980930011464363,0.005703647958173248,303
movie,292,11,0.0027216210422317294,0.00021784766506911712,303
video,213,89,0.0019852920616279393,0.0017625856537410386,302
island,271,31,0.002525888022071228,0.0006139343288311483,302
theory,5,297,4.660310003821454e-05,0.005881886956866162,302
body,295,7,0.002749582902254658,0.0001386303323167109,302
criminalizing,301,1,0.0028055066223005155,1.9804333188101555e-05,302
lawsuit,94,207,0.0008761382807184334,0.004099496969937022,301
food,207,94,0.001929368341582082,0.0018616073196815464,301
exposed,270,30,0.0025165674020635855,0.0005941299956430467,300
dept,210,90,0.0019573302016050106,0.00178238998692914,300
town,259,41,0.0024140405819795133,0.0008119776607121638,300
oversight,2,298,1.8641240015285817e-05,0.005901691290054264,300
australian,1,299,9.320620007642909e-06,0.005921495623242365,300
cbs,267,31,0.0024886055420406564,0.0006139343288311483,298
heres,88,210,0.000820214560672576,0.004158909969501327,298
scoop,1,296,9.320620007642909e-06,0.005862082623678061,297
consecutive,295,1,0.002749582902254658,1.9804333188101555e-05,296
sexual,273,23,0.002544529262086514,0.0004554996633263358,296
300,295,1,0.002749582902254658,1.9804333188101555e-05,296
homicides,295,1,0.002749582902254658,1.9804333188101555e-05,296
parenthood,294,2,0.002740262282247015,3.960866637620311e-05,296
female,295,1,0.002749582902254658,1.9804333188101555e-05,296
2030,294,1,0.002740262282247015,1.9804333188101555e-05,295
prices,287,8,0.0026750179421935146,0.00015843466550481244,295
finland,294,1,0.002740262282247015,1.9804333188101555e-05,295
rather,268,26,0.0024979261620482994,0.0005149126628906405,294
unguarded,293,1,0.002730941662239372,1.9804333188101555e-05,294
true,109,184,0.001015947580833077,0.0036439973066106864,293
corruption,62,231,0.0005778784404738603,0.004574800966451459,293
north,156,136,0.0014540167211922936,0.0026933893135818116,292
children,249,43,0.002320834381903084,0.0008515863270883669,292
seen,85,207,0.0007922527006496473,0.004099496969937022,292
seems,48,244,0.0004473897603668596,0.00483225729789678,292
picture,283,9,0.002637735462162943,0.000178238998692914,292
ex,17,274,0.00015845054012992945,0.0054263872935398265,291
threatening,241,50,0.002246269421841941,0.0009902166594050778,291
covered,251,40,0.00233947562191837,0.0007921733275240623,291
truth,185,106,0.001724314701413938,0.002099259317938765,291
hickenlooper,1,290,9.320620007642909e-06,0.005743256624549452,291
50,210,81,0.0019573302016050106,0.001604150988236226,291
nolte,290,1,0.0027029798022164433,1.9804333188101555e-05,291
exclusive,182,108,0.0016963528413910093,0.002138867984314968,290
crazy,44,246,0.000410107280336288,0.004871865964272983,290
removal,7,283,6.524434005350036e-05,0.00560462629223274,290
graham,15,275,0.00013980930011464363,0.005446191626727928,290
500,201,88,0.0018734446215362245,0.001742781320552937,289
colleagues,1,287,9.320620007642909e-06,0.005683843624985147,288
stupid,261,27,0.002432681821994799,0.000534716996078742,288
comprehensive,285,3,0.002656376702178229,5.941299956430467e-05,288
beautiful,285,3,0.002656376702178229,5.941299956430467e-05,288
unearthed,1,286,9.320620007642909e-06,0.005664039291797045,287
reporting,30,257,0.00027961860022928726,0.0050897136293421,287
personality,285,1,0.002656376702178229,1.9804333188101555e-05,286
acting,18,268,0.00016777116013757235,0.005307561294411217,286
quirks,285,1,0.002656376702178229,1.9804333188101555e-05,286
part,110,176,0.00102526820084072,0.003485562641105874,286
camp,244,41,0.00227423128186487,0.0008119776607121638,285
colorado,59,226,0.0005499165804509316,0.004475779300510952,285
religious,173,112,0.0016124672613222232,0.0022180853170673744,285
received,6,279,5.592372004585745e-05,0.0055254089594803345,285
single,188,97,0.0017522765614368667,0.001921020319245851,285
economics,283,1,0.002637735462162943,1.9804333188101555e-05,284
pressure,10,274,9.320620007642909e-05,0.0054263872935398265,284
backfired,1,283,9.320620007642909e-06,0.00560462629223274,284
terrorists,194,90,0.0018082002814827243,0.00178238998692914,284
attacks,89,195,0.0008295351806802189,0.0038618449716798036,284
grave,167,116,0.0015565435412763656,0.0022973026498197806,283
person,142,141,0.001323528041085293,0.0027924109795223195,283
ought,3,280,2.7961860022928726e-05,0.005545213292668436,283
texts,1,281,9.320620007642909e-06,0.005565017625856538,282
endangered,38,244,0.0003541835602904305,0.00483225729789678,282
trench,1,281,9.320620007642909e-06,0.005565017625856538,282
past,128,154,0.0011930393609782923,0.0030498673109676396,282
district,13,268,0.00012116806009935781,0.005307561294411217,281
pretty,216,65,0.002013253921650868,0.0012872816572266012,281
learn,26,255,0.00024233612019871562,0.005050104962965897,281
rachel,278,2,0.0025911323621247285,3.960866637620311e-05,280
cop,275,5,0.0025631705021018,9.902166594050779e-05,280
degree,278,2,0.0025911323621247285,3.960866637620311e-05,280
solution,277,3,0.0025818117421170855,5.941299956430467e-05,280
connection,155,125,0.0014446961011846508,0.0024755416485126944,280
defense,257,23,0.0023953993419642276,0.0004554996633263358,280
jersey,277,2,0.0025818117421170855,3.960866637620311e-05,279
retire,276,3,0.002572491122109443,5.941299956430467e-05,279
maddow,276,3,0.002572491122109443,5.941299956430467e-05,279
weightlifting,277,1,0.0025818117421170855,1.9804333188101555e-05,278
collusion,170,108,0.0015845054012992945,0.002138867984314968,278
unless,272,6,0.002535208642078871,0.00011882599912860934,278
restricted,197,81,0.001836162141505653,0.001604150988236226,278
‘i,266,12,0.0024792849220330137,0.0002376519982572187,278
hillary,70,208,0.0006524434005350035,0.004119301303125124,278
brothers,276,2,0.002572491122109443,3.960866637620311e-05,278
rules,51,227,0.0004753516203897883,0.004495583633699053,278
daring,2,276,1.8641240015285817e-05,0.00546599595991603,278
cair,277,1,0.0025818117421170855,1.9804333188101555e-05,278
invasion,172,106,0.0016031466413145802,0.002099259317938765,278
small,262,16,0.002442002442002442,0.0003168693310096249,278
msnbc,274,3,0.002553849882094157,5.941299956430467e-05,277
july,128,149,0.0011930393609782923,0.002950845645027132,277
recent,49,228,0.0004567103803745025,0.004515387966887155,277
birds,239,38,0.002227628181826655,0.0007525646611478592,277
involved,131,146,0.001221001221001221,0.002891432645462827,277
80,228,48,0.0021251013617425833,0.0009506079930288747,276
billionaire,272,4,0.002535208642078871,7.921733275240622e-05,276
returns,6,269,5.592372004585745e-05,0.005327365627599319,275
near,178,97,0.0016590703613604378,0.001921020319245851,275
troops,66,209,0.0006151609205044319,0.004139105636313226,275
👇❌👇❌👇❌👇kamala,273,1,0.002544529262086514,1.9804333188101555e-05,274
era,266,8,0.0024792849220330137,0.00015843466550481244,274
robert,5,269,4.660310003821454e-05,0.005327365627599319,274
fictional,261,13,0.002432681821994799,0.00025745633144532023,274
points,224,49,0.0020878188817120115,0.0009704123262169763,273
migration,272,1,0.002535208642078871,1.9804333188101555e-05,273
frustrates,1,272,9.320620007642909e-06,0.005386778627163623,273
newsom,263,9,0.002451323062010085,0.000178238998692914,272
league,271,1,0.002525888022071228,1.9804333188101555e-05,272
spent,197,74,0.001836162141505653,0.0014655206559195152,271
intriguing,2,269,1.8641240015285817e-05,0.005327365627599319,271
computer,257,14,0.0023953993419642276,0.0002772606646334218,271
plot,264,7,0.0024606436820177277,0.0001386303323167109,271
parts,221,49,0.002059857021689083,0.0009704123262169763,270
alabama,239,31,0.002227628181826655,0.0006139343288311483,270
tweet,208,62,0.001938688961589725,0.0012278686576622966,270
promises,210,60,0.0019573302016050106,0.0011882599912860935,270
whos,241,29,0.002246269421841941,0.0005743256624549452,270
silence,40,229,0.00037282480030571634,0.004535192300075257,269
basing,261,8,0.002432681821994799,0.00015843466550481244,269
healthy,260,8,0.0024233612019871563,0.00015843466550481244,268
access,34,234,0.0003169010802598589,0.004634213966015765,268
free,131,136,0.001221001221001221,0.0026933893135818116,267
generals,2,265,1.8641240015285817e-05,0.005248148294846913,267
lady,260,7,0.0024233612019871563,0.0001386303323167109,267
assault,184,82,0.0017149940814062952,0.0016239553214243275,266
win,108,158,0.001006626960825434,0.003129084643720046,266
dripdripdrip,1,265,9.320620007642909e-06,0.005248148294846913,266
appear,48,218,0.0004473897603668596,0.0043173446350061396,266
stocked,1,265,9.320620007642909e-06,0.005248148294846913,266
attacked,257,8,0.0023953993419642276,0.00015843466550481244,265
victims,255,10,0.0023767581019489416,0.00019804333188101558,265
inquiry,1,264,9.320620007642909e-06,0.005228343961658811,265
cut,234,31,0.0021810250817884407,0.0006139343288311483,265
mavericks,263,1,0.002451323062010085,1.9804333188101555e-05,264
nowitzkis,263,1,0.002451323062010085,1.9804333188101555e-05,264
finds,167,97,0.0015565435412763656,0.001921020319245851,264
surpass,261,3,0.002432681821994799,5.941299956430467e-05,264
dirk,263,1,0.002451323062010085,1.9804333188101555e-05,264
49,261,3,0.002432681821994799,5.941299956430467e-05,264
unaware,263,1,0.002451323062010085,1.9804333188101555e-05,264
schultz,262,1,0.002442002442002442,1.9804333188101555e-05,263
practically,5,258,4.660310003821454e-05,0.005109517962530201,263
hard,106,157,0.0009879857208101484,0.003109280310531944,263
host,230,33,0.002143742601757869,0.0006535429952073513,263
owens,262,1,0.002442002442002442,1.9804333188101555e-05,263
candace,261,1,0.002432681821994799,1.9804333188101555e-05,262
busts,261,1,0.002432681821994799,1.9804333188101555e-05,262
abuse,135,127,0.0012582837010317927,0.002515150314888898,262
gavin,260,2,0.0024233612019871563,3.960866637620311e-05,262
hong,14,248,0.00013048868010700072,0.004911474630649186,262
tweeted,155,106,0.0014446961011846508,0.002099259317938765,261
italy,245,16,0.0022835519018725124,0.0003168693310096249,261
nra,11,250,0.000102526820084072,0.004951083297025389,261
sight,1,259,9.320620007642909e-06,0.0051293222957183035,260
lawyer,49,211,0.0004567103803745025,0.004178714302689428,260
solicitin,1,258,9.320620007642909e-06,0.005109517962530201,259
birthright,258,1,0.0024047199619718703,1.9804333188101555e-05,259
around,98,161,0.000913420760749005,0.0031884976432843505,259
omars,257,1,0.0023953993419642276,1.9804333188101555e-05,258
combative,1,257,9.320620007642909e-06,0.0050897136293421,258
restaurant,256,2,0.0023860787219565846,3.960866637620311e-05,258
impeaching,1,257,9.320620007642909e-06,0.0050897136293421,258
ivanka,11,246,0.000102526820084072,0.004871865964272983,257
disclosed,1,256,9.320620007642909e-06,0.005069909296153998,257
appeal,149,108,0.0013887723811387934,0.002138867984314968,257
garbage,248,9,0.002311513761895441,0.000178238998692914,257
bunch,201,56,0.0018734446215362245,0.0011090426585336872,257
trip,71,185,0.0006617640205426465,0.003663801639798788,256
exists,245,11,0.0022835519018725124,0.00021784766506911712,256
position,215,41,0.0020039333016432254,0.0008119776607121638,256
lest,255,1,0.0023767581019489416,1.9804333188101555e-05,256
thank,203,52,0.0018920858615515104,0.001029825325781281,255
months,40,215,0.00037282480030571634,0.004257931635441835,255
remains,246,9,0.0022928725218801555,0.000178238998692914,255
ron,251,4,0.00233947562191837,7.921733275240622e-05,255
daughter,57,197,0.0005312753404356458,0.0039014536380560065,254
6,156,98,0.0014540167211922936,0.0019408246524339526,254
quite,198,55,0.0018454827615132958,0.0010892383253455855,253
might,128,125,0.0011930393609782923,0.0024755416485126944,253
buildthatwall,252,1,0.002348796241926013,1.9804333188101555e-05,253
r,45,207,0.00041942790034393086,0.004099496969937022,252
promised,8,244,7.456496006114327e-05,0.00483225729789678,252
p,18,233,0.00016777116013757235,0.0046144096328276625,251
2nd,88,163,0.000820214560672576,0.003228106309660554,251
whic,2,249,1.8641240015285817e-05,0.004931278963837288,251
donor,183,68,0.0017056734613986521,0.0013466946567909058,251
reaganbushclintonwbushampobama,1,249,9.320620007642909e-06,0.004931278963837288,250
global,230,20,0.002143742601757869,0.00039608666376203115,250
circ,1,249,9.320620007642909e-06,0.004931278963837288,250
governor,28,222,0.00026097736021400144,0.004396561967758545,250
dc,120,130,0.001118474400917149,0.0025745633144532024,250
rudy,43,207,0.00040078666032864504,0.004099496969937022,250
pl,211,39,0.0019666508216126537,0.0007723689943359607,250
inspector,1,249,9.320620007642909e-06,0.004931278963837288,250
couple,229,21,0.002134421981750226,0.00041589099695013267,250
khans,249,1,0.002320834381903084,1.9804333188101555e-05,250
hottest,200,50,0.0018641240015285817,0.0009902166594050778,250
accuse,217,33,0.002022574541658511,0.0006535429952073513,250
members,37,213,0.0003448629402827876,0.004218322969065632,250
wasnt,22,227,0.000205053640168144,0.004495583633699053,249
plants,191,58,0.0017802384214597954,0.0011486513249098903,249
michael,3,246,2.7961860022928726e-05,0.004871865964272983,249
gang,218,31,0.002031895161666154,0.0006139343288311483,249
demand,156,92,0.0014540167211922936,0.0018219986533053432,248
complains,245,3,0.0022835519018725124,5.941299956430467e-05,248
communism,246,2,0.0022928725218801555,3.960866637620311e-05,248
species,7,241,6.524434005350036e-05,0.004772844298332475,248
homeland,109,138,0.001015947580833077,0.002732997979958015,247
push,115,132,0.0010718713008789345,0.0026141719808294053,247
fraud,50,197,0.00046603100038214543,0.0039014536380560065,247
tired,229,17,0.002134421981750226,0.00033667366419772645,246
everyone,161,85,0.0015006198212305082,0.0016833683209886323,246
scheme,174,72,0.001621787881329866,0.001425911989543312,246
howard,244,1,0.00227423128186487,1.9804333188101555e-05,245
worried,231,14,0.002153063221765512,0.0002772606646334218,245
foreigners,244,1,0.00227423128186487,1.9804333188101555e-05,245
showing,223,22,0.0020784982617043685,0.00043569533013823424,245
starbucks,242,2,0.0022555900418495837,3.960866637620311e-05,244
lefts,6,238,5.592372004585745e-05,0.0047134312987681705,244
conspirators,241,2,0.002246269421841941,3.960866637620311e-05,243
cia,19,224,0.00017709178014521526,0.004436170634134749,243
text,1,242,9.320620007642909e-06,0.004792648631520576,243
bad,104,138,0.0009693444807948625,0.002732997979958015,242
fries,241,1,0.002246269421841941,1.9804333188101555e-05,242
alert,171,70,0.0015938260213069373,0.001386303323167109,241
shared,3,238,2.7961860022928726e-05,0.0047134312987681705,241
weekend,188,53,0.0017522765614368667,0.0010496296589693826,241
supporters,192,49,0.0017895590414674385,0.0009704123262169763,241
steamed,240,1,0.002236948801834298,1.9804333188101555e-05,241
legally,6,234,5.592372004585745e-05,0.004634213966015765,240
kong,14,226,0.00013048868010700072,0.004475779300510952,240
third,151,89,0.001407413621154079,0.0017625856537410386,240
numbnut,239,1,0.002227628181826655,1.9804333188101555e-05,240
spouting,239,1,0.002227628181826655,1.9804333188101555e-05,240
shut,179,61,0.0016683909813680806,0.001208064324474195,240
final,236,4,0.0021996663218037263,7.921733275240622e-05,240
yellow,239,1,0.002227628181826655,1.9804333188101555e-05,240
impeachable,1,239,9.320620007642909e-06,0.004733235631956272,240
rhode,239,1,0.002227628181826655,1.9804333188101555e-05,240
burisma,1,238,9.320620007642909e-06,0.0047134312987681705,239
cops,208,31,0.001938688961589725,0.0006139343288311483,239
ed,196,43,0.00182684152149801,0.0008515863270883669,239
eu,192,46,0.0017895590414674385,0.0009109993266526716,238
low,91,147,0.0008481764206955047,0.0029112369786509287,238
‘legitimate,237,1,0.0022089869418113694,1.9804333188101555e-05,238
major,67,171,0.0006244815405120748,0.0033865409751653664,238
respond,230,8,0.002143742601757869,0.00015843466550481244,238
descends,1,237,9.320620007642909e-06,0.004693626965580069,238
andrew,20,218,0.00018641240015285817,0.0043173446350061396,238
falls,223,14,0.0020784982617043685,0.0002772606646334218,237
stopped,228,9,0.0021251013617425833,0.000178238998692914,237
afraid,45,192,0.00041942790034393086,0.003802431972115499,237
2000,165,72,0.00153790230126108,0.001425911989543312,237
protests,2,235,1.8641240015285817e-05,0.004654018299203866,237
jeanine,235,1,0.0021903457017960833,1.9804333188101555e-05,236
candid,235,1,0.0021903457017960833,1.9804333188101555e-05,236
sanderstownhall,235,1,0.0021903457017960833,1.9804333188101555e-05,236
reports,54,182,0.000503313480412717,0.0036043886402344835,236
jihad,235,1,0.0021903457017960833,1.9804333188101555e-05,236
warn,149,86,0.0013887723811387934,0.0017031726541767338,235
proof,137,98,0.0012769249410470784,0.0019408246524339526,235
laying,234,1,0.0021810250817884407,1.9804333188101555e-05,235
c,120,114,0.001118474400917149,0.0022576939834435773,234
investigating,35,199,0.0003262217002675018,0.00394106230443221,234
stronghold,233,1,0.0021717044617807976,1.9804333188101555e-05,234
‘behind,233,1,0.0021717044617807976,1.9804333188101555e-05,234
morning,6,228,5.592372004585745e-05,0.004515387966887155,234
xi,1,233,9.320620007642909e-06,0.0046144096328276625,234
‘true,233,1,0.0021717044617807976,1.9804333188101555e-05,234
depraved,232,1,0.0021623838417731546,1.9804333188101555e-05,233
dynamic,230,3,0.002143742601757869,5.941299956430467e-05,233
inappropriately,232,1,0.0021623838417731546,1.9804333188101555e-05,233
lawyers,64,169,0.0005965196804891462,0.003346932308789163,233
jump,228,5,0.0021251013617425833,9.902166594050779e-05,233
destroyed,228,4,0.0021251013617425833,7.921733275240622e-05,232
prompted,1,231,9.320620007642909e-06,0.004574800966451459,232
reportedly,82,150,0.0007642908406267185,0.0029706499782152333,232
become,138,94,0.0012862455610547214,0.0018616073196815464,232
urging,26,206,0.00024233612019871562,0.00407969263674892,232
likes,229,3,0.002134421981750226,5.941299956430467e-05,232
nyc,165,67,0.00153790230126108,0.0013268903236028043,232
ocean,121,111,0.0011277950209247919,0.0021982809838792727,232
agile,230,1,0.002143742601757869,1.9804333188101555e-05,231
cernovich,230,1,0.002143742601757869,1.9804333188101555e-05,231
pres,16,215,0.00014912992012228654,0.004257931635441835,231
2a,227,4,0.0021157807417349402,7.921733275240622e-05,231
lets,153,77,0.001426054861169365,0.0015249336554838198,230
full,117,113,0.0010905125408942203,0.002237889650255476,230
contact,1,229,9.320620007642909e-06,0.004535192300075257,230
four,179,51,0.0016683909813680806,0.0010100209925931795,230
nancy,192,37,0.0017895590414674385,0.0007327603279597576,229
vowing,1,228,9.320620007642909e-06,0.004515387966887155,229
question,56,172,0.0005219547204280029,0.0034063453083534676,228
repeatedly,15,213,0.00013980930011464363,0.004218322969065632,228
cockfight,227,1,0.0021157807417349402,1.9804333188101555e-05,228
confirmed,8,219,7.456496006114327e-05,0.004337148968194241,227
alveda,226,1,0.002106460121727297,1.9804333188101555e-05,227
ukrainian😂,1,226,9.320620007642909e-06,0.004475779300510952,227
university🤔🤔🤔🤔🤔wednesdaythoughts,226,1,0.002106460121727297,1.9804333188101555e-05,227
rips,214,13,0.0019946126816355824,0.00025745633144532023,227
obstructed,1,226,9.320620007642909e-06,0.004475779300510952,227
together,9,217,8.388558006878618e-05,0.0042975403018180374,226
protect,95,131,0.0008854589007260763,0.002594367647641304,226
testimony,1,225,9.320620007642909e-06,0.00445597496732285,226
judiciary,3,223,2.7961860022928726e-05,0.0044163663009466475,226
dow,218,7,0.002031895161666154,0.0001386303323167109,225
babies,139,86,0.0012955661810623643,0.0017031726541767338,225
stock,222,3,0.002069177641696726,5.941299956430467e-05,225
yes,168,56,0.0015658641612840086,0.0011090426585336872,224
screen,222,2,0.002069177641696726,3.960866637620311e-05,224
decline,193,31,0.0017988796614750813,0.0006139343288311483,224
touching,223,1,0.0020784982617043685,1.9804333188101555e-05,224
point,104,120,0.0009693444807948625,0.002376519982572187,224
idiot,184,40,0.0017149940814062952,0.0007921733275240623,224
momoa,223,1,0.0020784982617043685,1.9804333188101555e-05,224
jason,223,1,0.0020784982617043685,1.9804333188101555e-05,224
refused,195,29,0.0018175209014903672,0.0005743256624549452,224
obtained,2,221,1.8641240015285817e-05,0.004376757634570444,223
bolton,61,162,0.0005685578204662175,0.003208301976472452,223
🙄,218,5,0.002031895161666154,9.902166594050779e-05,223
cards,165,58,0.00153790230126108,0.0011486513249098903,223
arent,158,65,0.0014726579612075795,0.0012872816572266012,223
saved,9,214,8.388558006878618e-05,0.004238127302253733,223
released,119,104,0.0011091537809095062,0.002059650651562562,223
learned,160,62,0.0014912992012228654,0.0012278686576622966,222
proved,220,2,0.00205053640168144,3.960866637620311e-05,222
f,84,137,0.0007829320806420043,0.0027131936467699133,221
planning,206,15,0.0019200477215744391,0.00029706499782152337,221
borders,176,45,0.001640429121345152,0.00089119499346457,221
words,30,191,0.00027961860022928726,0.0037826276389273973,221
sorry,189,32,0.0017615971814445098,0.0006337386620192498,221
entering,146,75,0.0013608105211158647,0.0014853249891076167,221
message,121,99,0.0011277950209247919,0.0019606289856220543,220
urgent,2,218,1.8641240015285817e-05,0.0043173446350061396,220
wait,148,72,0.0013794517611311504,0.001425911989543312,220
friday,2,218,1.8641240015285817e-05,0.0043173446350061396,220
liberal,167,53,0.0015565435412763656,0.0010496296589693826,220
clintons,3,217,2.7961860022928726e-05,0.0042975403018180374,220
broker,218,2,0.002031895161666154,3.960866637620311e-05,220
cuts,192,28,0.0017895590414674385,0.0005545213292668436,220
questions,118,102,0.0010998331609018632,0.002020041985186359,220
iraq,184,35,0.0017149940814062952,0.0006931516615835545,219
meeting,5,214,4.660310003821454e-05,0.004238127302253733,219
youll,189,30,0.0017615971814445098,0.0005941299956430467,219
anyone,82,137,0.0007642908406267185,0.0027131936467699133,219
diversity,217,2,0.002022574541658511,3.960866637620311e-05,219
staring,218,1,0.002031895161666154,1.9804333188101555e-05,219
600,218,1,0.002031895161666154,1.9804333188101555e-05,219
hats,218,1,0.002031895161666154,1.9804333188101555e-05,219
betrayed,39,179,0.0003635041802980734,0.0035449756406701785,218
feels,216,2,0.002013253921650868,3.960866637620311e-05,218
related,39,179,0.0003635041802980734,0.0035449756406701785,218
talented,212,6,0.0019759714416202967,0.00011882599912860934,218
saw,155,63,0.0014446961011846508,0.001247672990850398,218
nice,166,52,0.0015472229212687228,0.001029825325781281,218
hungary,216,1,0.002013253921650868,1.9804333188101555e-05,217
hat,214,3,0.0019946126816355824,5.941299956430467e-05,217
pieces,216,1,0.002013253921650868,1.9804333188101555e-05,217
